uf,competencia,tipo_leito,leitos_existentes,leitos_sus,fonte,url,data_extracao
PE,2026-04,UTI_CORONARIANA,122,30,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
PE,2026-04,UTI_NEONATAL,247,144,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
PE,2026-04,UTI_PEDIATRICA,458,182,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
PE,2026-04,UTI_QUEIMADOS,2,2,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
PI,2026-04,UTI_ADULTO,366,242,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
PI,2026-04,UTI_CORONARIANA,4,4,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
PI,2026-04,UTI_NEONATAL,87,57,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
PI,2026-04,UTI_PEDIATRICA,44,31,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
PR,2026-04,UTI_ADULTO,2723,1648,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
PR,2026-04,UTI_CORONARIANA,43,33,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
PR,2026-04,UTI_NEONATAL,617,427,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
PR,2026-04,UTI_PEDIATRICA,309,191,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
PR,2026-04,UTI_QUEIMADOS,17,12,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RJ,2026-04,UTI_ADULTO,5583,1788,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RJ,2026-04,UTI_CORONARIANA,250,17,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RJ,2026-04,UTI_NEONATAL,1376,387,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RJ,2026-04,UTI_PEDIATRICA,852,205,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RJ,2026-04,UTI_QUEIMADOS,19,10,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RN,2026-04,UTI_ADULTO,613,289,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RN,2026-04,UTI_CORONARIANA,25,22,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RN,2026-04,UTI_NEONATAL,160,96,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RN,2026-04,UTI_PEDIATRICA,102,50,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RO,2026-04,UTI_ADULTO,470,239,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RO,2026-04,UTI_CORONARIANA,8,0,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RO,2026-04,UTI_NEONATAL,98,31,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RO,2026-04,UTI_PEDIATRICA,66,30,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RO,2026-04,UTI_QUEIMADOS,2,0,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RR,2026-04,UTI_ADULTO,59,47,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RR,2026-04,UTI_NEONATAL,25,23,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RR,2026-04,UTI_PEDIATRICA,20,20,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RS,2026-04,UTI_ADULTO,2198,1319,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RS,2026-04,UTI_CORONARIANA,32,20,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RS,2026-04,UTI_NEONATAL,519,348,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RS,2026-04,UTI_PEDIATRICA,325,209,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RS,2026-04,UTI_QUEIMADOS,4,4,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SC,2026-04,UTI_ADULTO,1257,868,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SC,2026-04,UTI_CORONARIANA,28,21,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SC,2026-04,UTI_NEONATAL,390,280,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SC,2026-04,UTI_PEDIATRICA,233,157,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SC,2026-04,UTI_QUEIMADOS,8,8,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SE,2026-04,UTI_ADULTO,346,193,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SE,2026-04,UTI_CORONARIANA,30,0,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SE,2026-04,UTI_NEONATAL,90,64,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SE,2026-04,UTI_PEDIATRICA,96,33,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SP,2026-04,UTI_ADULTO,10607,5057,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SP,2026-04,UTI_CORONARIANA,458,85,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SP,2026-04,UTI_NEONATAL,2358,1170,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SP,2026-04,UTI_PEDIATRICA,2015,954,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SP,2026-04,UTI_QUEIMADOS,87,59,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
TO,2026-04,UTI_ADULTO,338,130,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
TO,2026-04,UTI_CORONARIANA,25,1,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
TO,2026-04,UTI_NEONATAL,80,38,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
TO,2026-04,UTI_PEDIATRICA,78,21,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
TO,2026-04,UTI_QUEIMADOS,12,12,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AC,2026-05,UTI_ADULTO,67,55,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AC,2026-05,UTI_NEONATAL,25,15,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AC,2026-05,UTI_PEDIATRICA,11,11,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AL,2026-05,UTI_ADULTO,449,323,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AL,2026-05,UTI_CORONARIANA,20,10,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AL,2026-05,UTI_NEONATAL,133,94,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AL,2026-05,UTI_PEDIATRICA,88,65,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AM,2026-05,UTI_ADULTO,498,281,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AM,2026-05,UTI_CORONARIANA,24,10,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AM,2026-05,UTI_NEONATAL,132,59,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AM,2026-05,UTI_PEDIATRICA,141,91,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AP,2026-05,UTI_ADULTO,136,19,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AP,2026-05,UTI_NEONATAL,53,40,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AP,2026-05,UTI_PEDIATRICA,31,20,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
BA,2026-05,UTI_ADULTO,2443,1237,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
BA,2026-05,UTI_CORONARIANA,42,27,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
BA,2026-05,UTI_NEONATAL,487,219,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
BA,2026-05,UTI_PEDIATRICA,368,207,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
BA,2026-05,UTI_QUEIMADOS,6,4,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
CE,2026-05,UTI_ADULTO,1248,819,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
CE,2026-05,UTI_CORONARIANA,85,40,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
CE,2026-05,UTI_NEONATAL,344,207,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
CE,2026-05,UTI_PEDIATRICA,186,145,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
CE,2026-05,UTI_QUEIMADOS,6,4,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
DF,2026-05,UTI_ADULTO,1416,380,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
DF,2026-05,UTI_CORONARIANA,106,16,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
DF,2026-05,UTI_NEONATAL,224,86,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
DF,2026-05,UTI_PEDIATRICA,329,125,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
DF,2026-05,UTI_QUEIMADOS,14,6,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
ES,2026-05,UTI_ADULTO,1119,689,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
ES,2026-05,UTI_CORONARIANA,174,44,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
ES,2026-05,UTI_NEONATAL,256,131,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
ES,2026-05,UTI_PEDIATRICA,149,60,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
ES,2026-05,UTI_QUEIMADOS,12,9,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
GO,2026-05,UTI_ADULTO,1569,772,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
GO,2026-05,UTI_CORONARIANA,63,13,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
GO,2026-05,UTI_NEONATAL,292,140,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
GO,2026-05,UTI_PEDIATRICA,232,134,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
