uf,competencia,tipo_leito,leitos_existentes,leitos_sus,fonte,url,data_extracao
RO,2026-01,UTI_NEONATAL,116,31,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RO,2026-01,UTI_PEDIATRICA,66,30,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RO,2026-01,UTI_QUEIMADOS,4,0,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RR,2026-01,UTI_ADULTO,59,47,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RR,2026-01,UTI_NEONATAL,25,23,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RR,2026-01,UTI_PEDIATRICA,20,20,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RS,2026-01,UTI_ADULTO,2150,1313,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RS,2026-01,UTI_CORONARIANA,32,20,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RS,2026-01,UTI_NEONATAL,519,348,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RS,2026-01,UTI_PEDIATRICA,309,204,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
RS,2026-01,UTI_QUEIMADOS,4,4,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SC,2026-01,UTI_ADULTO,1264,868,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SC,2026-01,UTI_CORONARIANA,28,21,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SC,2026-01,UTI_NEONATAL,400,280,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SC,2026-01,UTI_PEDIATRICA,233,157,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SC,2026-01,UTI_QUEIMADOS,8,8,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SE,2026-01,UTI_ADULTO,346,193,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SE,2026-01,UTI_CORONARIANA,30,0,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SE,2026-01,UTI_NEONATAL,90,64,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SE,2026-01,UTI_PEDIATRICA,80,33,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SP,2026-01,UTI_ADULTO,10756,5057,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SP,2026-01,UTI_CORONARIANA,436,85,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SP,2026-01,UTI_NEONATAL,2378,1170,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SP,2026-01,UTI_PEDIATRICA,2076,954,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
SP,2026-01,UTI_QUEIMADOS,87,59,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
TO,2026-01,UTI_ADULTO,315,130,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
TO,2026-01,UTI_CORONARIANA,26,1,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
TO,2026-01,UTI_NEONATAL,80,38,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
TO,2026-01,UTI_PEDIATRICA,48,21,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
TO,2026-01,UTI_QUEIMADOS,12,12,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AC,2026-02,UTI_ADULTO,67,55,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AC,2026-02,UTI_NEONATAL,27,15,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AC,2026-02,UTI_PEDIATRICA,11,11,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AL,2026-02,UTI_ADULTO,443,323,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AL,2026-02,UTI_CORONARIANA,20,10,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AL,2026-02,UTI_NEONATAL,133,94,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AL,2026-02,UTI_PEDIATRICA,89,65,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AM,2026-02,UTI_ADULTO,504,281,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AM,2026-02,UTI_CORONARIANA,24,10,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AM,2026-02,UTI_NEONATAL,132,59,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AM,2026-02,UTI_PEDIATRICA,141,91,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AP,2026-02,UTI_ADULTO,136,19,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AP,2026-02,UTI_NEONATAL,53,40,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
AP,2026-02,UTI_PEDIATRICA,36,20,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
BA,2026-02,UTI_ADULTO,2472,1237,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
BA,2026-02,UTI_CORONARIANA,42,27,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
BA,2026-02,UTI_NEONATAL,463,219,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
BA,2026-02,UTI_PEDIATRICA,356,207,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
BA,2026-02,UTI_QUEIMADOS,6,4,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
CE,2026-02,UTI_ADULTO,1259,805,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
CE,2026-02,UTI_CORONARIANA,85,40,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
CE,2026-02,UTI_NEONATAL,334,197,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
CE,2026-02,UTI_PEDIATRICA,194,145,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
CE,2026-02,UTI_QUEIMADOS,6,4,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
DF,2026-02,UTI_ADULTO,1401,380,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
DF,2026-02,UTI_CORONARIANA,106,16,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
DF,2026-02,UTI_NEONATAL,214,86,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
DF,2026-02,UTI_PEDIATRICA,316,125,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
DF,2026-02,UTI_QUEIMADOS,14,6,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
ES,2026-02,UTI_ADULTO,1148,679,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
ES,2026-02,UTI_CORONARIANA,160,44,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
ES,2026-02,UTI_NEONATAL,266,131,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
ES,2026-02,UTI_PEDIATRICA,159,60,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
ES,2026-02,UTI_QUEIMADOS,12,9,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
GO,2026-02,UTI_ADULTO,1568,772,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
GO,2026-02,UTI_CORONARIANA,63,13,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
GO,2026-02,UTI_NEONATAL,300,140,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
GO,2026-02,UTI_PEDIATRICA,230,134,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
GO,2026-02,UTI_QUEIMADOS,28,9,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
MA,2026-02,UTI_ADULTO,873,539,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
MA,2026-02,UTI_CORONARIANA,52,20,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
MA,2026-02,UTI_NEONATAL,172,156,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
MA,2026-02,UTI_PEDIATRICA,147,93,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
MG,2026-02,UTI_ADULTO,4123,2642,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
MG,2026-02,UTI_CORONARIANA,289,127,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
MG,2026-02,UTI_NEONATAL,974,583,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
MG,2026-02,UTI_PEDIATRICA,601,287,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
MG,2026-02,UTI_QUEIMADOS,17,14,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
MS,2026-02,UTI_ADULTO,563,325,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
MS,2026-02,UTI_CORONARIANA,58,10,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
MS,2026-02,UTI_NEONATAL,119,62,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
MS,2026-02,UTI_PEDIATRICA,90,43,"CNES / Portal de Dados Abertos do SUS - Hospitais e Leitos (CGHID/MS), capacidade instalada por competencia",https://s3.sa-east-1.amazonaws.com/ckan.saude.gov.br/Leitos_SUS/Leitos_csv_2026.zip,2026-09-17T13:55:39.152927+00:00
